Author_name,#Followers,Author Following,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time
JanviTripti,2110,1752,19-02-21 9:49,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:28
bawlabandhu,551,657,29-08-20 18:11,FALSE,India,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:28
Calmsoule1,591,676,29-08-20 18:15,FALSE,India,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:28
Calmsoule1,591,676,29-08-20 18:15,FALSE,India,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:28
MalaniSingh,1814,2289,19-02-21 10:20,FALSE,"New Delhi, India",RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:27
MalaniSingh,1814,2289,19-02-21 10:20,FALSE,"New Delhi, India","RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:27
MalaniSingh,1814,2289,19-02-21 10:20,FALSE,"New Delhi, India",RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:27
irahulchahal,272,705,09-03-21 3:56,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:27
irahulchahal,272,705,09-03-21 3:56,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:27
irahulchahal,272,705,09-03-21 3:56,FALSE,,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:27
GAstavekra,1283,1596,16-02-09 6:17,FALSE,India,@Nirvan_P @KalyanVarma @amazonIN @Paytm @Flipkart 😂😂😂 you might have lost the capability to even try to understand what the other has to say and create your own imaginations. Chill!! None of us cant change the decision of honourable court.,"[50, 239]",0,en,0,15-04-21 17:27
alien_aur,699,1136,19-02-21 11:05,FALSE,,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:27
alien_aur,699,1136,19-02-21 11:05,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:27
alien_aur,699,1136,19-02-21 11:05,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:27
realHarkeerat,211,532,09-03-21 3:48,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:27
JophariDishuza,1939,2133,18-02-21 3:03,FALSE,"Mumbai, India",RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:27
realHarkeerat,211,532,09-03-21 3:48,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:27
JophariDishuza,1939,2133,18-02-21 3:03,FALSE,"Mumbai, India","RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:27
realHarkeerat,211,532,09-03-21 3:48,FALSE,,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:27
JophariDishuza,1939,2133,18-02-21 3:03,FALSE,"Mumbai, India",RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:27
BenTenPower_,952,1636,19-02-21 11:18,FALSE,Cartoon Network,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:27
BenTenPower_,952,1636,19-02-21 11:18,FALSE,Cartoon Network,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:27
BenTenPower_,952,1636,19-02-21 11:18,FALSE,Cartoon Network,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:27
theRavindrajha,204,549,09-03-21 3:50,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:27
theRavindrajha,204,549,09-03-21 3:50,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:26
DSam1997,0,45,22-02-19 7:59,FALSE,"Bengaluru, India",To me the best features are the 120hz amoled screen and the Snapdragon 800 series processor with an actual affordable price tag. @amazonIN @IqooInd #IQOO7series https://t.co/srLy7HgTYR,"[0, 160]",0,en,0,15-04-21 17:26
Rabina_Singh_,1525,1887,19-02-21 12:02,FALSE,Here and There ,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:26
theRavindrajha,204,549,09-03-21 3:50,FALSE,,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:26
Rabina_Singh_,1525,1887,19-02-21 12:02,FALSE,Here and There ,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:26
Rabina_Singh_,1525,1887,19-02-21 12:02,FALSE,Here and There ,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:26
BhaniMehar,1634,2002,19-02-21 12:09,FALSE,Chandigarh,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:26
BhaniMehar,1634,2002,19-02-21 12:09,FALSE,Chandigarh,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:26
BhaniMehar,1634,2002,19-02-21 12:09,FALSE,Chandigarh,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:26
_It_Is_Me_a,459,1041,20-02-21 10:57,FALSE,Underground,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:26
_It_Is_Me_a,459,1041,20-02-21 10:57,FALSE,Underground,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:26
_It_Is_Me_a,459,1041,20-02-21 10:57,FALSE,Underground,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:26
RahulYashBardh2,1360,1640,19-02-21 6:56,FALSE,India,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:26
RahulYashBardh2,1360,1640,19-02-21 6:56,FALSE,India,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:25
AnshuNiranjan2,735,1191,15-03-21 7:54,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:25
AnshuNiranjan2,735,1191,15-03-21 7:54,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:25
RahulYashBardh2,1360,1640,19-02-21 6:56,FALSE,India,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:25
Sadhnas32805695,886,1680,15-03-21 7:56,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:25
Sadhnas32805695,886,1680,15-03-21 7:56,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:25
yisrani,81,197,09-08-09 17:54,FALSE,,RT @yisrani: It’s so strange that @amazonIN has marked all non Amazon brand masks as non essential and is showing not deliverable. @amazonI…,"[0, 140]",0,en,1,15-04-21 17:25
parshu1098,77,253,10-11-18 9:00,FALSE,,"RT @amazonIN: At our Day 1 Fireside Chat, @indranooyi @amitabhk87 came together to lay out an exciting vision for India's potential in the…","[0, 139]",0,en,22,15-04-21 17:25
AmritaP26109150,585,1134,15-03-21 8:03,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:25
AmritaP26109150,585,1134,15-03-21 8:03,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:25
RupamGu84845725,812,1292,15-03-21 7:59,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:24
OurBloggingLife,9406,4255,29-08-18 14:48,FALSE,,"RT @Arunbn1: Oppo F19 Pro Review: A Pretty Great Smartphone
https://t.co/Fr1c7eozRA
#oppo #f19pro #f19series #latest #midrange #under30k #a…","[0, 140]",0,en,1,15-04-21 17:24
RupamGu84845725,812,1292,15-03-21 7:59,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:24
Harshthehustler,81,1429,03-07-18 3:56,FALSE,"New Delhi, India","RT @ETNOWlive: I had sought money from #PawanMunjal in my early days, he said don't make this a habit, says Sunil Bharti Mittal

#Amazon @a…","[0, 140]",0,en,27,15-04-21 17:23
gaganmohansingh,100,13,03-04-11 8:51,FALSE,,"RT @Menenners: Dear @amazonIN, why have you stopped sending groceries in paper bags? Societies don’t allow your delivery persons to enter.…","[0, 139]",0,en,3,15-04-21 17:23
AkRaMsHuSaIn,11,182,03-05-18 9:32,FALSE,"Mumbai, India","RT @KKRiders: Watch @DineshKarthik and @Eoin16 like you've never seen them before, in KKR Films' third production 🎬

Smooth Transition, out…","[0, 140]",0,en,104,15-04-21 17:22
gaganmohansingh,100,13,03-04-11 8:51,FALSE,,"@amazonIN Just when we are in quarantine and need you the most you give up. Expect it from any other grocery player but @amazon.

We need groceries in quarantine but more store noida has no delivery slots. Oh boy #COVIDSecondWave is exciting. https://t.co/8rPqbkOQf9","[0, 242]",0,en,0,15-04-21 17:22
SatyamPachaur14,1142,1129,11-03-21 13:26,FALSE,,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:22
SatyamPachaur14,1142,1129,11-03-21 13:26,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:22
SatyamPachaur14,1142,1129,11-03-21 13:26,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:22
Deeksha99375599,537,1494,15-03-21 8:08,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:21
Deeksha99375599,537,1494,15-03-21 8:08,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:21
TGanatre,1273,1219,11-03-21 13:27,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:21
Shivani00004801,828,1656,15-03-21 6:55,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:21
TGanatre,1273,1219,11-03-21 13:27,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:21
Shivani00004801,828,1656,15-03-21 6:55,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:21
BIKRAMDASHODION,7,83,05-01-11 11:37,FALSE,"Cuttack, India",@amazonIN Please help me to start manufacturing computers &amp; I T accessories in india.,"[10, 89]",0,en,0,15-04-21 17:21
BhadauriaTejas,117,422,11-03-21 13:30,FALSE,,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:21
priyakhosla06,6,22,01-12-16 10:15,FALSE,,@amazonIN how is mask non essential item in Maharashtra ?,"[0, 57]",0,en,0,15-04-21 17:21
BhadauriaTejas,117,422,11-03-21 13:30,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:21
SonaliAgrwal1,500,1008,15-03-21 8:01,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:21
BhadauriaTejas,117,422,11-03-21 13:30,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:21
SonaliAgrwal1,500,1008,15-03-21 8:01,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:21
iGautamniranjan,160,373,11-03-21 14:32,FALSE,,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:20
iGautamniranjan,160,373,11-03-21 14:32,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:20
iGautamniranjan,160,373,11-03-21 14:32,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:20
Sandipanee2,1,171,23-04-18 19:36,FALSE,,"@amazonIN @OnePlus_IN 
#AmazonMobileInsider 
#OnePlus9Series https://t.co/gCOmCSAUMa","[0, 60]",0,und,0,15-04-21 17:20
Taranji47410787,1,53,21-07-18 17:19,FALSE,,"RT @Taranji47410787: #AmazonQuiz
#DailyQuizTime

@amazonIN https://t.co/9Xbg7XlMNz","[0, 82]",0,und,1,15-04-21 17:20
theRinkubhai,208,460,11-03-21 13:29,FALSE,,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:20
theRinkubhai,208,460,11-03-21 13:29,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:20
theRinkubhai,208,460,11-03-21 13:29,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:20
Arunbn1,10,17,18-04-12 8:52,FALSE,"Bengaluru, India","Oppo F19 Pro Review: A Pretty Great Smartphone
https://t.co/Fr1c7eozRA
#oppo #f19pro #f19series #latest #midrange #under30k #android #smartphone #review #features #specs #techguru #tg #gadgetgurubn #blogger #oppoindia
@oppomobileindia @flipkart @amazonIN https://t.co/2b9RTRH2Vh","[0, 254]",1,en,1,15-04-21 17:20
Taranji47410787,1,53,21-07-18 17:19,FALSE,,"#AmazonQuiz
#DailyQuizTime

@amazonIN https://t.co/9Xbg7XlMNz","[0, 37]",1,und,1,15-04-21 17:20
RaginiP85759427,348,499,15-03-21 2:30,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:19
RaginiP85759427,348,499,15-03-21 2:30,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:19
USirmaur,122,432,11-03-21 13:39,FALSE,,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:19
USirmaur,122,432,11-03-21 13:39,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:18
RajanAnandan,76451,452,05-12-10 12:29,FALSE,SEA,RT @dhvanil_sheth: Humbled that @MySkillmatics won The Global SMB of the Year at the Amazon Smbhav Awards. Thank you @amazonIN @AmitAgarwal…,"[0, 140]",0,en,5,15-04-21 17:18
USirmaur,122,432,11-03-21 13:39,FALSE,,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:18
RadhikaNiranja2,474,613,15-03-21 2:54,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:18
RadhikaNiranja2,474,613,15-03-21 2:54,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:18
prath1231,405,213,12-03-11 4:23,FALSE,United States Of Kochi,@DaKoKoNot @amazonIN ഇവിടെ ആണേ ചിലപ്പോ ഐസക് ന്യൂട്ടൺ ണെ അയച്ചു തരും.. 😀,"[21, 71]",0,ml,0,15-04-21 17:17
PatelChhoteraja,226,357,19-03-21 5:38,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:16
PatelChhoteraja,226,357,19-03-21 5:38,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:16
UmeshVe59541773,333,467,19-03-21 5:44,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:15
UmeshVe59541773,333,467,19-03-21 5:44,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:14
Saanvi786,200,284,07-06-19 7:59,FALSE,"Mumbai, India",RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:14
realNishau_,1041,533,20-12-18 10:57,FALSE,Mumbai,RT @vishakhatalreja: Great session by @IndraNooyi at #AmazonSmbhav on India's potential in the 21st century. Rightly pointed out that India…,"[0, 140]",0,en,55,15-04-21 17:14
arnavkummar,313,61,14-06-09 12:26,FALSE,Pune,"@amazonIN Why face masks cannot be delivered in Maharashtra, they are essentials.","[0, 81]",0,en,0,15-04-21 17:13
RajniYa88718798,470,763,15-03-21 2:48,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:13
RajniYa88718798,470,763,15-03-21 2:48,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:13
jash_babu,208,468,07-06-19 8:04,FALSE,"मुंबई, भारत",RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:13
Shikhas45727770,731,1482,17-03-21 8:48,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:13
realNishau_,1041,533,20-12-18 10:57,FALSE,Mumbai,"RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:13
RitikaP09744907,360,530,15-03-21 2:45,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:13
Saanvi786,200,284,07-06-19 7:59,FALSE,"Mumbai, India","RT @nakulvibhor: Speaking at #AmazonSmbhav Hon'ble Minister @nitin_gadkari, highlighted importance of technology in driving #MSMEs growth.…","[0, 139]",0,en,76,15-04-21 17:13
RitikaP09744907,360,530,15-03-21 2:45,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:13
RiyaBajpai16,651,1081,15-03-21 2:38,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:12
RiyaBajpai16,651,1081,15-03-21 2:38,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:12
Pathanamaan1,214,1054,03-11-17 8:34,FALSE,"Dewas, India","RT @KKRiders: Watch @DineshKarthik and @Eoin16 like you've never seen them before, in KKR Films' third production 🎬

Smooth Transition, out…","[0, 140]",0,en,104,15-04-21 17:12
Saanvi786,200,284,07-06-19 7:59,FALSE,"Mumbai, India",RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:12
realNishau_,1041,533,20-12-18 10:57,FALSE,Mumbai,RT @themukulagrawal: Kudos to @amazonIN in its commitment towards empowering #SMBs across the country especially during the #COVID19 pandem…,"[0, 140]",0,en,77,15-04-21 17:12
Radhika00614301,425,632,15-03-21 2:35,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:12
Sujatas97239217,1048,2061,17-03-21 8:41,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:12
Radhika00614301,425,632,15-03-21 2:35,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:12
NDhar11,231,471,30-10-17 16:26,FALSE,"Kolkata, India","@IqooInd @amazonIN 
#IQOO7series https://t.co/GtzbzOQc00","[0, 32]",0,und,0,15-04-21 17:11
Ranjana18937693,209,329,15-03-21 2:57,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:11
Ranjana18937693,209,329,15-03-21 2:57,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:11
Anamika72332400,782,1094,19-03-21 14:11,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:11
DevashishPant2,2,8,17-11-20 13:56,FALSE,,@IqooInd #BEASTARS #BeastMode #IQOO7series @amazonIN @IqooInd https://t.co/H30mKekKZk,"[9, 61]",0,und,0,15-04-21 17:11
SonaGup72436856,1194,1858,15-03-21 8:18,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:11
